path,split,style,macro,tags_clean,pic_name,user_name
D:\leo\dataset_teste\robisto\chictopia\threefeathers\255888.jpg,test,elegant,CHIC_ROMANTIC,,255888.jpg,threefeathers
D:\leo\dataset_teste\robisto\chictopia\Chaba\68337.jpg,test,comfortable,CASUAL_BASICO,"mango pants,random brand shirt,vintage bag,vintage hat,",68337.jpg,Chaba
D:\leo\dataset_teste\robisto\chictopia\TheBlackFeather\116244.jpg,test,elegant,CHIC_ROMANTIC,"brown,leopard shirt,maje shirt,black,pigalle heels,christian louboutin heels,",116244.jpg,TheBlackFeather
D:\leo\dataset_teste\robisto\chictopia\Kessi_007\166471.jpg,test,basic,CASUAL_BASICO,"ochnik coat,",166471.jpg,Kessi_007
D:\leo\dataset_teste\robisto\chictopia\DoraVirginia\84931.jpg,test,classic,CASUAL_BASICO,"camel,aldo shoes,green,choies jacket,burnt orange,esprit skirt,",84931.jpg,DoraVirginia
D:\leo\dataset_teste\robisto\chictopia\lienuu\61556.jpg,test,urban,TRENDY_ECLECTIC,"navy,letherman jacket,primark jacket,black,arctic monkeys shirt,black,vintage skirt,white,vans sneak",61556.jpg,lienuu
D:\leo\dataset_teste\robisto\chictopia\DigitalLove\11854.jpg,test,rocker,EXPRESSIVE,"plaid shirt dress,h&m,bleach blue jeans,h&m,black flat boots,bronx,",11854.jpg,DigitalLove
D:\leo\dataset_teste\robisto\chictopia\Elfena\117221.jpg,test,comfortable,CASUAL_BASICO,"primark pants,",117221.jpg,Elfena
D:\leo\dataset_teste\robisto\chictopia\stylesbyola\235478.jpg,test,basic,CASUAL_BASICO,"hugo boss bag,ray ban sunglasses,gap pants,karen millen top,",235478.jpg,stylesbyola
D:\leo\dataset_teste\robisto\chictopia\HAUTE_AND_REBELLIOUS\79830.jpg,test,rocker,EXPRESSIVE,"black,headband,black,studded purse purse,black shorts,green,forever 21 blouse,black,studded vest,gol",79830.jpg,HAUTE_AND_REBELLIOUS
D:\leo\dataset_teste\robisto\chictopia\AdvicefromaTwenty\91805.jpg,test,urban,TRENDY_ECLECTIC,"brown,studded combat,asos boots,navy,diy jean cut-off,hudson shorts,ivory,zara blouse,navajo,urban o",91805.jpg,AdvicefromaTwenty
D:\leo\dataset_teste\robisto\chictopia\jehanprouvaire\80154.jpg,test,chic,CHIC_ROMANTIC,"aquamarine bag,light pink,crochet,chicwish top,light yellow,pleated,romwe skirt,",80154.jpg,jehanprouvaire
D:\leo\dataset_teste\robisto\chictopia\Armodi\67295.jpg,test,trendy,TRENDY_ECLECTIC,"stradivarius jacket,zara bag,",67295.jpg,Armodi
D:\leo\dataset_teste\robisto\chictopia\GabrielleMwangi\36924.jpg,test,romantic,CHIC_ROMANTIC,"orange,h&m shorts,light orange,h&m blouse,cupid heels,",36924.jpg,GabrielleMwangi
D:\leo\dataset_teste\robisto\chictopia\LoveCharles\41074.jpg,test,casual,CASUAL_BASICO,"sky blue,vintage shirt,black skirt,black,h&m wedges,",41074.jpg,LoveCharles
D:\leo\dataset_teste\robisto\chictopia\Kasica\81070.jpg,test,rocker,EXPRESSIVE,"zara leggings,new yorker necklace,dr martens jacket,h&m sunglasses,",81070.jpg,Kasica
D:\leo\dataset_teste\robisto\chictopia\SalvadorEljure\214593.jpg,test,bohemian,EXPRESSIVE,"black,harem,te amo pants,red,zara shirt,black,ray ban sunglasses,",214593.jpg,SalvadorEljure
D:\leo\dataset_teste\robisto\chictopia\KimTuttle\45908.jpg,test,comfortable,CASUAL_BASICO,"navy,nordstrom dress,hot pink,the scarf shop scarf,",45908.jpg,KimTuttle
D:\leo\dataset_teste\robisto\chictopia\alexaofficial\108556.jpg,test,urban,TRENDY_ECLECTIC,"sky blue,steve madden shoes,sky blue,levi/s jeans,black,poshtura top,navy,forever 21 blouse,",108556.jpg,alexaofficial
D:\leo\dataset_teste\robisto\chictopia\amelie240\23559.jpg,test,basic,CASUAL_BASICO,"white,iam vibes shirt,blue,whyred shorts,",23559.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\sayqueen\199958.jpg,test,comfortable,CASUAL_BASICO,"zara bag,",199958.jpg,sayqueen
D:\leo\dataset_teste\robisto\chictopia\joannechristina\42913.jpg,test,chic,CHIC_ROMANTIC,"violet,skinny,topshop jeans,mustard,vintage designer,carvella bag,light pink,platforms,river island",42913.jpg,joannechristina
D:\leo\dataset_teste\robisto\chictopia\honeyfrauline\61101.jpg,test,chic,CHIC_ROMANTIC,"black romper,",61101.jpg,honeyfrauline
D:\leo\dataset_teste\robisto\chictopia\NaomiDee\238534.jpg,test,elegant,CHIC_ROMANTIC,,238534.jpg,NaomiDee
D:\leo\dataset_teste\robisto\chictopia\Berriethesuperhero\258795.jpg,test,romantic,CHIC_ROMANTIC,"jones&jones dress,",258795.jpg,Berriethesuperhero
D:\leo\dataset_teste\robisto\chictopia\alamodewearhouse\97245.jpg,test,comfortable,CASUAL_BASICO,"red pleated,francesca/s collection dress,fuschia,forever 21 blazer,coach purse,heels,h&m loafers,leo",97245.jpg,alamodewearhouse
D:\leo\dataset_teste\robisto\chictopia\reyalfashion\6671.jpg,test,basic,CASUAL_BASICO,"dark brown,kenneth cole boots,navy,big star jeans jeans,camel,j.crew shirt,dark brown,studded,ecote",6671.jpg,reyalfashion
D:\leo\dataset_teste\robisto\chictopia\Opal\6859.jpg,test,eclectic,TRENDY_ECLECTIC,"black,combat,army surplus boots,navy,sweetrain dress,hot pink,target tights,white,sockdreams socks,c",6859.jpg,Opal
D:\leo\dataset_teste\robisto\chictopia\monkeyshines\234381.jpg,test,casual,CASUAL_BASICO,"vintageage shirt,zara shorts,pins & needles top,madewell heels,",234381.jpg,monkeyshines
D:\leo\dataset_teste\robisto\chictopia\ugg\121269.jpg,test,classic,CASUAL_BASICO,"black,local label,é¢ï¿½ dress,white,gap,shoes,",121269.jpg,ugg
D:\leo\dataset_teste\robisto\chictopia\memoriesineyes\15203.jpg,test,basic,CASUAL_BASICO,"black,pleather/ jean moto jacket,silence & noise jacket,gray,forever 21 shirt,black,braided rosary,a",15203.jpg,memoriesineyes
D:\leo\dataset_teste\robisto\chictopia\twee_wu\41493.jpg,test,urban,TRENDY_ECLECTIC,"monki bag,vintage jumper,",41493.jpg,twee_wu
D:\leo\dataset_teste\robisto\chictopia\marianblogger\185187.jpg,test,elegant,CHIC_ROMANTIC,"black,bimba&lola blouse,black,caractere skirt,black,roberto verino belt,black,zara sandals,gold,uter",185187.jpg,marianblogger
D:\leo\dataset_teste\robisto\chictopia\ManueLita\61705.jpg,test,classic,CASUAL_BASICO,"blue,cesare paciotti shoes,blue,pinko shirt,ruby red,accessorize scarf,ruby red,dolce & gabbana skir",61705.jpg,ManueLita
D:\leo\dataset_teste\robisto\chictopia\lethargic\241179.jpg,test,romantic,CHIC_ROMANTIC,"striped tube top,h&m top,high waisted skirt,h&m skirt,feather necklace,forever 21 necklace,braided b",241179.jpg,lethargic
D:\leo\dataset_teste\robisto\chictopia\Catiii\6833.jpg,test,urban,TRENDY_ECLECTIC,"silver,las year/s sales,bershka top,blue,jeggins,bershka jeans,black,clogs,sapatalia shoes,",6833.jpg,Catiii
D:\leo\dataset_teste\robisto\chictopia\EJSTYLE\63476.jpg,test,elegant,CHIC_ROMANTIC,"zara coat,zara bag,zara romper,zara heels,primark necklace,",63476.jpg,EJSTYLE
D:\leo\dataset_teste\robisto\chictopia\AlisonAJFoletta\7402.jpg,test,urban,TRENDY_ECLECTIC,"navy,chicwish sweater,hot pink,romwe socks,light yellow,from laurustinus skirt,",7402.jpg,AlisonAJFoletta
D:\leo\dataset_teste\robisto\chictopia\LaPetiteAnglaise\38044.jpg,test,elegant,CHIC_ROMANTIC,"matthew williamson dress,roger vivier bag,kurt geiger heels,",38044.jpg,LaPetiteAnglaise
D:\leo\dataset_teste\robisto\chictopia\Adrianne1705\91647.jpg,test,trendy,TRENDY_ECLECTIC,"yellow,xiongzi shoes,navy,zara jeans,turquoise blue,bershka blazer,yellow,asos bag,gold,h&m top,turq",91647.jpg,Adrianne1705
D:\leo\dataset_teste\robisto\chictopia\RDPepa\241057.jpg,test,classic,CASUAL_BASICO,"zara boots,h&m coat,",241057.jpg,RDPepa
D:\leo\dataset_teste\robisto\chictopia\LubkaChristova\116830.jpg,test,urban,TRENDY_ECLECTIC,"dark brown,terranova bag,off white,all saints shorts,",116830.jpg,LubkaChristova
D:\leo\dataset_teste\robisto\chictopia\allthingsmebyashley\238777.jpg,test,classic,CASUAL_BASICO,"black,textured,new look dress,",238777.jpg,allthingsmebyashley
D:\leo\dataset_teste\robisto\chictopia\glamlatte\47970.jpg,test,chic,CHIC_ROMANTIC,"bag,sunglasses,jumper,wedges,ring,",47970.jpg,glamlatte
D:\leo\dataset_teste\robisto\chictopia\Basmilia\113860.jpg,test,chic,CHIC_ROMANTIC,"zara bag,",113860.jpg,Basmilia
D:\leo\dataset_teste\robisto\chictopia\grayskies\138186.jpg,test,eclectic,TRENDY_ECLECTIC,"black,striped,romwe tights,black,faux leather,h&m skirt,black,floral print,thrifted blouse,",138186.jpg,grayskies
D:\leo\dataset_teste\robisto\chictopia\ivamkent\143320.jpg,test,casual,CASUAL_BASICO,"topman shoes,denim,topman jacket,topman shorts,topman t-shirt,",143320.jpg,ivamkent
D:\leo\dataset_teste\robisto\chictopia\fashioninmysoul\87634.jpg,test,rocker,EXPRESSIVE,"black,leather,zara jacket,",87634.jpg,fashioninmysoul
D:\leo\dataset_teste\robisto\chictopia\andysparkles\27503.jpg,test,bohemian,EXPRESSIVE,"ruby red,h&m cardigan,",27503.jpg,andysparkles
D:\leo\dataset_teste\robisto\chictopia\elora\7502.jpg,test,casual,CASUAL_BASICO,"orange,american apparel dress,olive green,h&m jacket,orange,karen walker sunglasses,yellow,american",7502.jpg,elora
D:\leo\dataset_teste\robisto\chictopia\sevta\273140.jpg,test,basic,CASUAL_BASICO,"accessories,",273140.jpg,sevta
D:\leo\dataset_teste\robisto\chictopia\amelie240\15843.jpg,test,eclectic,TRENDY_ECLECTIC,"h&m shoes,target hat,burgundy,thrifted sweater,american apparel stockings,",15843.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\sergeantkero\181846.jpg,test,eclectic,TRENDY_ECLECTIC,"black,leather jacket,zara jacket,black,ruffle black dress,(x)sml dress,beige,two tone heels,zara sho",181846.jpg,sergeantkero
D:\leo\dataset_teste\robisto\chictopia\FashionZen\11409.jpg,test,casual,CASUAL_BASICO,"armani bag,zara pants,",11409.jpg,FashionZen
D:\leo\dataset_teste\robisto\chictopia\amelie240\10999.jpg,test,basic,CASUAL_BASICO,"jcrew top,",10999.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\Fromcheaptochik\207526.jpg,test,basic,CASUAL_BASICO,"blue,tommy hilfiger sweater,green,hermes bag,navy,miu miu flats,",207526.jpg,Fromcheaptochik
D:\leo\dataset_teste\robisto\chictopia\annabelle64\11312.jpg,test,casual,CASUAL_BASICO,"red,new balance shoes,black,c&a blouse,",11312.jpg,annabelle64
D:\leo\dataset_teste\robisto\chictopia\Anyi\34423.jpg,test,trendy,TRENDY_ECLECTIC,"gold,michael kors bag,ivory,forever 21 top,blue,american eagle pants,",34423.jpg,Anyi
D:\leo\dataset_teste\robisto\chictopia\IamDanica\111808.jpg,test,chic,CHIC_ROMANTIC,"carrot orange,checkered,dress,heather gray,handbag,bag,off white,lace,top,blue,floral,parisian flats",111808.jpg,IamDanica
D:\leo\dataset_teste\robisto\chictopia\ALYYYSSAALAUU\20181.jpg,test,comfortable,CASUAL_BASICO,"black,frontrowshop shoes,black,articles of society jeans,black,kill city jacket,gray,nasty gal cardi",20181.jpg,ALYYYSSAALAUU
D:\leo\dataset_teste\robisto\chictopia\shinysyl\54177.jpg,test,comfortable,CASUAL_BASICO,"cashmere,escada coat,tartan,new look skirt,",54177.jpg,shinysyl
D:\leo\dataset_teste\robisto\chictopia\Andreea21\69156.jpg,test,urban,TRENDY_ECLECTIC,"blue,denim shorts,kenvelo jeans,brown,brown leather,vintage bag,blue,blue denim,h&m skirt,",69156.jpg,Andreea21
D:\leo\dataset_teste\robisto\chictopia\camren103\161435.jpg,test,rocker,EXPRESSIVE,"topshop boots,leather,h&m jacket,vintage sweater,h&m skirt,",161435.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\IzzyBea\196158.jpg,test,trendy,TRENDY_ECLECTIC,"bubble gum,sabo skirt shorts,silver,1989 top,",196158.jpg,IzzyBea
D:\leo\dataset_teste\robisto\chictopia\deebaby\46773.jpg,test,casual,CASUAL_BASICO,"brown,coach wallet,black boots,",46773.jpg,deebaby
D:\leo\dataset_teste\robisto\chictopia\mkoesnadi\3000.jpg,test,eclectic,TRENDY_ECLECTIC,"white,roxy top,brown,roxy skirt,brown,louis vuitton purse,brown,aldo shoes,black,random brand glasse",3000.jpg,mkoesnadi
D:\leo\dataset_teste\robisto\chictopia\Anuta\102242.jpg,test,romantic,CHIC_ROMANTIC,"gold,zara jeans,cream,oasis blouse,",102242.jpg,Anuta
D:\leo\dataset_teste\robisto\chictopia\Anyi\34461.jpg,test,elegant,CHIC_ROMANTIC,"pink,jcpenney dress,yellow,aldo belt,yellow,aldo sandals,",34461.jpg,Anyi
D:\leo\dataset_teste\robisto\chictopia\BAndreiaDaniela\108659.jpg,test,basic,CASUAL_BASICO,"oasap pants,oasap necklace,",108659.jpg,BAndreiaDaniela
D:\leo\dataset_teste\robisto\chictopia\_3_l9\42170.jpg,test,eclectic,TRENDY_ECLECTIC,"zara jacket,laysa rosa accessories,",42170.jpg,_3_l9
D:\leo\dataset_teste\robisto\chictopia\alfonzo141\129555.jpg,test,basic,CASUAL_BASICO,"stuart weitzman boots,",129555.jpg,alfonzo141
D:\leo\dataset_teste\robisto\chictopia\mariehamm\111222.jpg,test,elegant,CHIC_ROMANTIC,"michael shephãƒâ¡n dress,vintage,christian dior sunglasses,aqua necklace,aqua heels,",111222.jpg,mariehamm
D:\leo\dataset_teste\robisto\chictopia\AdventuresInFashion\31179.jpg,test,chic,CHIC_ROMANTIC,"bubble gum,peplum,h&m dress,camel,vintage ysl bag,army green,old navy vest,nude,zara pumps,",31179.jpg,AdventuresInFashion
D:\leo\dataset_teste\robisto\chictopia\KatrinaBay\11563.jpg,test,urban,TRENDY_ECLECTIC,"heather gray,asos dress,",11563.jpg,KatrinaBay
D:\leo\dataset_teste\robisto\chictopia\Karenb\68468.jpg,test,rocker,EXPRESSIVE,"brown,dress, ankle boots,forever 21, sam edelman dress,",68468.jpg,Karenb
D:\leo\dataset_teste\robisto\chictopia\vipxo\4732.jpg,test,casual,CASUAL_BASICO,"light purple,new look jeans,peach,ebay scarf,",4732.jpg,vipxo
D:\leo\dataset_teste\robisto\chictopia\lastnameparis\116646.jpg,test,bohemian,EXPRESSIVE,"dark brown,zara boots,black,zara hat,ivory,sheinside sweater,light brown,lacambra bag,brick red,zara",116646.jpg,lastnameparis
D:\leo\dataset_teste\robisto\chictopia\Attalia\28501.jpg,test,rocker,EXPRESSIVE,"black,leather,asos leggings,black,blazer,zara blazer,black,leather,zara heels,white,cotton,zara blou",28501.jpg,Attalia
D:\leo\dataset_teste\robisto\chictopia\Yanie\231383.jpg,test,trendy,TRENDY_ECLECTIC,"eggshell,cami and lace,divi dress,burnt orange,brocade,thrifted blazer,beige,studded and fringed,cat",231383.jpg,Yanie
D:\leo\dataset_teste\robisto\chictopia\Rinhandika\29160.jpg,test,romantic,CHIC_ROMANTIC,"zalora shoes,riotous dress,",29160.jpg,Rinhandika
D:\leo\dataset_teste\robisto\chictopia\FancyToGo\64269.jpg,test,bohemian,EXPRESSIVE,"zara coat,",64269.jpg,FancyToGo
D:\leo\dataset_teste\robisto\chictopia\apollonia42\115898.jpg,test,chic,CHIC_ROMANTIC,"army green,isabel marant boots,black,monki bag,black,pinko shorts,olive green,pinko vest,olive green",115898.jpg,apollonia42
D:\leo\dataset_teste\robisto\chictopia\inKARLcerating\136709.jpg,test,urban,TRENDY_ECLECTIC,"green,japan jacket,green,drex fable top,beige,oxygen pants,brown,soule phenomenon boots,",136709.jpg,inKARLcerating
D:\leo\dataset_teste\robisto\chictopia\Elenita\3407.jpg,test,rocker,EXPRESSIVE,,3407.jpg,Elenita
D:\leo\dataset_teste\robisto\chictopia\Beeswonderland\20702.jpg,test,trendy,TRENDY_ECLECTIC,"zara jacket,www.oasap.com bag,",20702.jpg,Beeswonderland
D:\leo\dataset_teste\robisto\chictopia\amelie240\23946.jpg,test,chic,CHIC_ROMANTIC,"bubble gum,asos blazer,",23946.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\BossBill1\77092.jpg,test,chic,CHIC_ROMANTIC,"black,prints,leggings,black,studded,forever21 top,",77092.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\Adnana\206619.jpg,test,basic,CASUAL_BASICO,"ruby red dress,crimson bracelet,",206619.jpg,Adnana
D:\leo\dataset_teste\robisto\chictopia\kittenhood\14435.jpg,test,romantic,CHIC_ROMANTIC,"turquoise blue,floral,pull and bear dress,cream,orsay bag,brown,vulturi sandals,gold,handmade neckla",14435.jpg,kittenhood
D:\leo\dataset_teste\robisto\chictopia\igotsteeth\106598.jpg,test,trendy,TRENDY_ECLECTIC,"blue,",106598.jpg,igotsteeth
D:\leo\dataset_teste\robisto\chictopia\em1986\61587.jpg,test,romantic,CHIC_ROMANTIC,"blouse,skirt,",61587.jpg,em1986
D:\leo\dataset_teste\robisto\chictopia\coldlight\75782.jpg,test,eclectic,TRENDY_ECLECTIC,"white,diy plastic bags,dress,white,thrifted lace,stockings,white,secondhand,savers gloves,white,diy",75782.jpg,coldlight
D:\leo\dataset_teste\robisto\chictopia\Q2HAN\162941.jpg,test,romantic,CHIC_ROMANTIC,"chiffon ruffle shorts,q2han shorts,off the shoulder chiffon top,q2han top,",162941.jpg,Q2HAN
D:\leo\dataset_teste\robisto\chictopia\Blondebliss\61559.jpg,test,basic,CASUAL_BASICO,"red,aj bag,",61559.jpg,Blondebliss
D:\leo\dataset_teste\robisto\chictopia\Elistellina\90759.jpg,test,trendy,TRENDY_ECLECTIC,"gianna meliani shoes,",90759.jpg,Elistellina
D:\leo\dataset_teste\robisto\chictopia\lydia\96796.jpg,test,eclectic,TRENDY_ECLECTIC,"orange,thrifted,blazer,magenta,modcloth heels,",96796.jpg,lydia
D:\leo\dataset_teste\robisto\chictopia\Badman\85201.jpg,test,comfortable,CASUAL_BASICO,"material girl skirt,",85201.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\LongVu\267691.jpg,test,urban,TRENDY_ECLECTIC,"black,studded,zara jacket,",267691.jpg,LongVu
D:\leo\dataset_teste\robisto\chictopia\byMarija\235624.jpg,test,comfortable,CASUAL_BASICO,"p.s. fashion shirt,p.s. fashion bag,novecento flats,terranova pants,",235624.jpg,byMarija
D:\leo\dataset_teste\robisto\chictopia\barbali\92119.jpg,test,romantic,CHIC_ROMANTIC,"black,tank,h&m top,red,cardigan,active basic sweater,black,lace,h&m skirt,black,heritage 1981 belt,h",92119.jpg,barbali
D:\leo\dataset_teste\robisto\chictopia\aosakana\70877.jpg,test,chic,CHIC_ROMANTIC,"mood skirt,",70877.jpg,aosakana
D:\leo\dataset_teste\robisto\chictopia\camren103\158548.jpg,test,bohemian,EXPRESSIVE,"black,kimono,primark jacket,sky blue,denim,forever 21 shorts,deep purple,round,topshop sunglasses,wh",158548.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\aivanmagno\20364.jpg,test,eclectic,TRENDY_ECLECTIC,"aquamarine,aztec,h&m jeans,",20364.jpg,aivanmagno
D:\leo\dataset_teste\robisto\chictopia\ManonaChe\63800.jpg,test,trendy,TRENDY_ECLECTIC,"coral,oodji blazer,coral,redmond bag,black,floral print,zara top,white,bershka sandals,",63800.jpg,ManonaChe
D:\leo\dataset_teste\robisto\chictopia\fashionophile\122873.jpg,test,trendy,TRENDY_ECLECTIC,"fashiontrend sweatshirt,",122873.jpg,fashionophile
D:\leo\dataset_teste\robisto\chictopia\stylesbyassitan\232779.jpg,test,eclectic,TRENDY_ECLECTIC,"forest green,h&m jacket,",232779.jpg,stylesbyassitan
D:\leo\dataset_teste\robisto\chictopia\chicmusings\106485.jpg,test,casual,CASUAL_BASICO,"gray,zipper front,comptoir des cotonniers dress,burnt orange,suede fringe,patrizia pepe bag,gold,zar",106485.jpg,chicmusings
D:\leo\dataset_teste\robisto\chictopia\cacaooo\61626.jpg,test,romantic,CHIC_ROMANTIC,"light blue,chiffon,simplydresses dress,",61626.jpg,cacaooo
D:\leo\dataset_teste\robisto\chictopia\DespiteColor\80787.jpg,test,eclectic,TRENDY_ECLECTIC,"hm dress,benetton stile coat,river island bag,",80787.jpg,DespiteColor
D:\leo\dataset_teste\robisto\chictopia\ninathecat\102296.jpg,test,bohemian,EXPRESSIVE,"aquamarine,chiffon floral print maxi,unknown brand dress,brown,floppy hat,catarzi hat,",102296.jpg,ninathecat
D:\leo\dataset_teste\robisto\chictopia\Marella\117687.jpg,test,rocker,EXPRESSIVE,"zara pants,",117687.jpg,Marella
D:\leo\dataset_teste\robisto\chictopia\barbali\91771.jpg,test,urban,TRENDY_ECLECTIC,"asos shirt,levis shorts,zara heels,",91771.jpg,barbali
D:\leo\dataset_teste\robisto\chictopia\SalvadorEljure\214545.jpg,test,chic,CHIC_ROMANTIC,"black,zara shoes,turquoise blue,zara blazer,",214545.jpg,SalvadorEljure
D:\leo\dataset_teste\robisto\chictopia\amelie240\10848.jpg,test,comfortable,CASUAL_BASICO,"black,buckle,jeffery campbell boots,sky blue,boyfriend,river island jeans,salmon,leather,jofama jack",10848.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\rhemel\117044.jpg,test,chic,CHIC_ROMANTIC,"light blue dress,",117044.jpg,rhemel
D:\leo\dataset_teste\robisto\chictopia\KatiaR\182988.jpg,test,bohemian,EXPRESSIVE,"turquoise blue,zara shorts,cream,zara blouse,",182988.jpg,KatiaR
D:\leo\dataset_teste\robisto\chictopia\MidwesternButterfly\198090.jpg,test,basic,CASUAL_BASICO,"navy,old navy jeans,tan,vintage blouse,",198090.jpg,MidwesternButterfly
D:\leo\dataset_teste\robisto\chictopia\anetaaneta\58705.jpg,test,elegant,CHIC_ROMANTIC,"leopard print,dress,",58705.jpg,anetaaneta
D:\leo\dataset_teste\robisto\chictopia\Anger_Goddess\109750.jpg,test,casual,CASUAL_BASICO,"adidas bag,converse sneakers,",109750.jpg,Anger_Goddess
D:\leo\dataset_teste\robisto\chictopia\MakeShiftModel\60160.jpg,test,chic,CHIC_ROMANTIC,"black,zara boots,black,vintage hat,black,leather,berskha jacket,white,zara t-shirt,hot pink,pockets,",60160.jpg,MakeShiftModel
D:\leo\dataset_teste\robisto\chictopia\notwithoutincident\1785.jpg,test,romantic,CHIC_ROMANTIC,"black,alannah hill cardigan,white,polka dot,valleygirl top,pink,vintage,skirt,blue,from ebay,tights,",1785.jpg,notwithoutincident
D:\leo\dataset_teste\robisto\chictopia\editorspicks\136623.jpg,test,chic,CHIC_ROMANTIC,"blue,pleated v neck,vintage blouse,green,unknown skirt,tan,suede,pour la victoire wedges,",136623.jpg,editorspicks
D:\leo\dataset_teste\robisto\chictopia\fashionmissalexandra\112985.jpg,test,basic,CASUAL_BASICO,"blue,zara sneakers,blue,h&m top,",112985.jpg,fashionmissalexandra
D:\leo\dataset_teste\robisto\chictopia\amelie240\21134.jpg,test,trendy,TRENDY_ECLECTIC,"zara blouse,",21134.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\lissakahayon\18064.jpg,test,urban,TRENDY_ECLECTIC,"pink,sideshow,glitterati top,purple,rockwell bazaar skirt,black,studded,glitterati belt,black,boots,",18064.jpg,lissakahayon
D:\leo\dataset_teste\robisto\chictopia\Gareth\123432.jpg,test,casual,CASUAL_BASICO,"black,topman boots,black,diesel jeans,white,cos t-shirt,black,asos jumper,",123432.jpg,Gareth
D:\leo\dataset_teste\robisto\chictopia\AndreaRMarshall\239434.jpg,test,trendy,TRENDY_ECLECTIC,"necklace,",239434.jpg,AndreaRMarshall
D:\leo\dataset_teste\robisto\chictopia\mowmigaba\20119.jpg,test,chic,CHIC_ROMANTIC,"red,h&m bag,sky blue,romwe shorts,light yellow,h&m blouse,dark brown,trendsetterka necklace,black,bo",20119.jpg,mowmigaba
D:\leo\dataset_teste\robisto\chictopia\missinglovebirds\112422.jpg,test,urban,TRENDY_ECLECTIC,"forever 21 shoes,thrifted dress,the gap jacket,yes walker bag,urban outfitters sunglasses,",112422.jpg,missinglovebirds
D:\leo\dataset_teste\robisto\chictopia\andrebombacha\5363.jpg,test,rocker,EXPRESSIVE,"ivory,a.y not dead top,black,zara leggings,gold,zara top,brown,zara boots,",5363.jpg,andrebombacha
D:\leo\dataset_teste\robisto\chictopia\blogElenaStiole\88827.jpg,test,eclectic,TRENDY_ECLECTIC,"bag,",88827.jpg,blogElenaStiole
D:\leo\dataset_teste\robisto\chictopia\alamodewearhouse\97136.jpg,test,elegant,CHIC_ROMANTIC,"sequin polka dots,j.crew top,",97136.jpg,alamodewearhouse
D:\leo\dataset_teste\robisto\chictopia\_ANITA\46526.jpg,test,romantic,CHIC_ROMANTIC,"scarf hoodie,preppypeach,silk blouse night gown,silk and satin,cuzza,nine west,",46526.jpg,_ANITA
D:\leo\dataset_teste\robisto\chictopia\tamarasputri\115102.jpg,test,romantic,CHIC_ROMANTIC,"lime green,zara top,",115102.jpg,tamarasputri
D:\leo\dataset_teste\robisto\chictopia\Mesmerize87\28025.jpg,test,classic,CASUAL_BASICO,"white,zara shoes,black,kimono,front row shop jacket,white,http-wwwchoiescom-product-,choies bag,blac",28025.jpg,Mesmerize87
D:\leo\dataset_teste\robisto\chictopia\EJSTYLE\63248.jpg,test,chic,CHIC_ROMANTIC,"black,7 for all mankind jeans,black,h&m hat,black,zara blazer,black,ray ban sunglasses,white,primark",63248.jpg,EJSTYLE
D:\leo\dataset_teste\robisto\chictopia\cityofgentlemen\124612.jpg,test,urban,TRENDY_ECLECTIC,"woolrich hat,city of gentlemen shirt,",124612.jpg,cityofgentlemen
D:\leo\dataset_teste\robisto\chictopia\AnaRomero\175980.jpg,test,urban,TRENDY_ECLECTIC,"suiteblanco dress,zara jacket,zara heels,",175980.jpg,AnaRomero
D:\leo\dataset_teste\robisto\chictopia\PrettyDarkGIrl\114120.jpg,test,trendy,TRENDY_ECLECTIC,"red,forever 21 dress,aquamarine,akira dress,blue,akira dress,brown,akira dress,heather gray,akira ro",114120.jpg,PrettyDarkGIrl
D:\leo\dataset_teste\robisto\chictopia\CourtneyElizabeth\80067.jpg,test,rocker,EXPRESSIVE,"light blue,chambray,gap shirt,black tights,green,urban outfitters purse,black,faux leather,rampage s",80067.jpg,CourtneyElizabeth
D:\leo\dataset_teste\robisto\chictopia\raquelzorraquin\114526.jpg,test,eclectic,TRENDY_ECLECTIC,"thrifted blazer,thrifted shirt,thrifted skirt,",114526.jpg,raquelzorraquin
D:\leo\dataset_teste\robisto\chictopia\2daysleft\279313.jpg,test,trendy,TRENDY_ECLECTIC,,279313.jpg,2daysleft
D:\leo\dataset_teste\robisto\chictopia\Jouatotherescue\35429.jpg,test,eclectic,TRENDY_ECLECTIC,"forever 21 sunglasses,",35429.jpg,Jouatotherescue
D:\leo\dataset_teste\robisto\chictopia\libys11\22232.jpg,test,bohemian,EXPRESSIVE,"dark gray,maxi,forever 21 dress,off white,forever 21 hat,orange,rebecca minkoff purse,white,thrifted",22232.jpg,libys11
D:\leo\dataset_teste\robisto\chictopia\annabelle64\9257.jpg,test,eclectic,TRENDY_ECLECTIC,"new look heels,",9257.jpg,annabelle64
